N.º,op_p,subop_p,id_color,fecha,hora_inicio,hora_fin,id_rrhh,velocidad,cantidad por gancheras,cod_perfil,longitud,cantidad
314,56,3,2,20191014,131000,141500,9,NULL,NULL,PROFILE-0183,6,126
315,56,3,2,20191015,090000,100500,9,NULL,NULL,PROFILE-0183,6,97
316,56,4,2,20191015,100000,110500,9,NULL,NULL,PROFILE-0127,3.8,15
317,56,2,2,20191015,101500,111500,9,NULL,NULL,PROFILE-0185,3.8,13
318,56,5,2,20191015,131000,141000,9,NULL,NULL,PROFILE-0185,6,6
319,57,1,2,20191015,132000,142000,9,NULL,NULL,PROFILE-0083,6,100
320,59,5,3,20191017,101000,111000,9,NULL,NULL,PROFILE-0021,6,24
321,58,3,3,20191017,102500,112000,9,NULL,NULL,PROFILE-0151,6,10
322,58,2,3,20191017,103000,113000,9,NULL,NULL,PROFILE-0107,6,8
323,58,10,3,20191017,103500,113500,9,NULL,NULL,PROFILE-0051,6,5
324,59,1,3,20191017,104000,114500,9,NULL,NULL,PROFILE-0018,6,10
325,59,2,3,20191017,104500,114500,9,NULL,NULL,PROFILE-0019,6,21
326,59,3,3,20191017,105000,115500,9,NULL,NULL,PROFILE-0020,6,17
327,59,6,3,20191017,110000,120000,9,NULL,NULL,PROFILE-0150,6,3
328,59,9,3,20191017,130000,140000,9,NULL,NULL,PROFILE-0023,6,3
329,59,7,3,20191017,130500,140500,9,NULL,NULL,PROFILE-0022,6,13
330,59,8,3,20191017,131000,141000,9,NULL,NULL,PROFILE-0154,6,3
331,59,10,3,20191017,131500,142000,9,NULL,NULL,PROFILE-0032,6,6
332,59,11,3,20191017,132000,142500,9,NULL,NULL,PROFILE-0033,6,4
333,59,12,3,20191017,132500,142500,9,NULL,NULL,PROFILE-0036,6,4
334,60,12,3,20191018,082000,092000,9,NULL,NULL,PROFILE-0181,6,42
335,60,1,3,20191018,090000,100000,9,NULL,NULL,PROFILE-0076,6,71
336,61,1,3,20191018,100000,110000,9,NULL,NULL,PROFILE-0015,6,80
337,61,2,3,20191018,130500,140000,9,NULL,NULL,PROFILE-0071,6,10
338,61,3,3,20191018,131000,141000,9,NULL,NULL,PROFILE-0107,6,21
339,61,4,3,20191018,131500,141500,9,NULL,NULL,PROFILE-0110,6,22
340,61,5,3,20191018,132000,142000,9,NULL,NULL,PROFILE-0111,6,60
341,61,6,3,20191018,135000,145000,9,NULL,NULL,PROFILE-0057,6,3
342,61,8,3,20191018,140000,150000,9,NULL,NULL,PROFILE-0151,6,8
343,61,7,3,20191018,140500,150500,9,NULL,NULL,PROFILE-0034,6,4
344,58,3,3,20191018,141000,151000,9,NULL,NULL,PROFILE-0155,6,3
345,56,3,2,20191019,142500,152500,9,NULL,NULL,PROFILE-0183,6,117
346,62,1,2,20191022,090000,100000,9,1.5,9,PROFILE-0183,6,119
347,60,3,3,20191022,130500,140000,9,1.5,18,PROFILE-0079,6,63
348,60,12,3,20191022,134000,144000,9,1.5,8,PROFILE-0181,6,8
349,60,4,3,20191022,144500,154500,9,1.5,9,PROFILE-0083,6,50
350,60,9,3,20191022,152500,142500,9,1.5,18,PROFILE-0081,6,50
351,68,3,3,20191023,065000,075000,9,1.5,16,PROFILE-0074,6,25
352,60,3,3,20191023,070000,080000,9,1.5,16,PROFILE-0079,6,37
353,60,10,3,20191023,071000,081000,9,1.5,8,PROFILE-0180,6,40
354,60,7,3,20191023,072500,083000,9,1.5,16,PROFILE-0077,6,75
355,60,6,3,20191023,080000,090500,9,1.5,18,PROFILE-0078,6,65
356,60,11,3,20191023,081800,092500,9,1.2,7,PROFILE-0196,6,45
357,64,1,3,20191023,082900,093500,9,1.5,8,PROFILE-0035,6,8
358,64,2,3,20191023,083500,094500,9,1.5,8,PROFILE-0061,6,4
359,64,3,3,20191023,084000,095000,9,1.5,4,PROFILE-0062,6,4
360,60,6,3,20191024,094500,104500,9,1.5,NULL,PROFILE-0080,6,55
361,60,2,3,20191023,100000,110000,9,1.5,NULL,PROFILE-0075,6,71
362,63,1,1,20191028,101000,141000,9,15,NULL,PROFILE-0104,6,24
363,63,2,1,20191029,132000,142000,9,1.2,NULL,PROFILE-0177,6,50
364,65,1,1,20191030,134500,144500,9,1.5,NULL,PROFILE-0138,6,23
365,65,2,1,20191031,140000,150000,9,1.5,NULL,PROFILE-0139,6,18
366,66,1,11,20191025,100000,110000,9,1.5,NULL,PROFILE-0133,6,40
367,67,1,2,20191028,090000,100500,9,1.5,9,PROFILE-0183,6,240
368,67,1,2,20191029,084000,094000,9,1.5,9,PROFILE-0183,6,121
369,67,1,2,20191029,134000,144000,9,1.5,9,PROFILE-0183,6,71
370,68,3,2,20191029,150000,160000,9,1.5,8,PROFILE-0030,6,82
371,68,2,2,20191029,155000,163000,9,1.5,8,PROFILE-0031,6,8
372,68,2,2,20191030,090000,100000,9,1.5,8,PROFILE-0031,6,20
373,68,1,2,20191030,094000,104500,9,1.5,8,PROFILE-0040,6,22
374,69,1,3,20191030,150000,160000,9,1.5,3,PROFILE-0076,6,3
375,69,2,3,20191030,150500,160500,9,1.5,8,PROFILE-0083,6,8
376,69,3,3,20191030,151000,161000,9,1.5,18,PROFILE-0077,6,64
377,69,4,3,20191030,153000,163000,9,1.5,9,PROFILE-0180,6,50
378,70,1,5,20191031,110000,115000,9,1.5,18,PROFILE-0081,6,53
379,70,2,5,20191031,131000,135500,9,1.3,8,PROFILE-0180,6,52
380,70,3,5,20191031,140000,145000,9,1.2,7,PROFILE-0175,6,21
381,71,4,1,20191031,090000,095000,9,1.4,5,PROFILE-0090,6,5
382,71,5,1,20191031,090500,095500,9,1.4,5,PROFILE-0088,6,5
383,71,2,1,20191031,091000,100000,9,1.4,8,PROFILE-0086,6,10
384,71,3,1,20191031,091500,100500,9,1.4,8,PROFILE-0087,6,10
385,71,6,1,20191031,092000,101000,9,1.4,8,PROFILE-0089,6,5
386,71,1,1,20191031,092500,102000,9,1.4,4,PROFILE-0134,6,10
387,72,2,1,20191101,104500,113000,9,1.5,16,PROFILE-0079,6,203
388,72,5,1,20191101,105000,113500,9,1.6,18,PROFILE-0081,6,65
389,72,4,1,20191101,110000,114000,9,1.3,8,PROFILE-0181,6,106
390,72,1,1,20191104,090000,094500,9,1.5,16,PROFILE-0077,6,180
391,72,6,1,20191104,140000,145000,9,1.3,8,PROFILE-0180,6,50
392,73,7,4,20191104,150000,154500,9,1.3,8,PROFILE-0180,6,24
393,73,6,4,20191105,094500,010000,9,1.6,16,PROFILE-0080,6,100
394,73,8,4,20191105,100000,110000,9,1.2,7,PROFILE-0175,6,53
395,73,5,4,20191105,110000,115000,9,1.4,9,PROFILE-0083,6,12
396,73,9,4,20191105,131500,135000,9,1.3,9,PROFILE-0181,6,50
397,73,3,4,20191105,132000,140000,9,1.6,16,PROFILE-0078,6,22
398,73,1,4,20191105,132000,140000,9,1.3,8,PROFILE-0148,6,9
399,73,2,4,20191105,132000,140000,9,1.4,8,PROFILE-0105,6,9
400,NULL,NULL,1,20191106,143000,170000,9,1.2,68,PROFILE-0175,6,63
401,NULL,NULL,1,20191106,103000,112000,9,1.6,18,PROFILE-0081,6,65
402,NULL,NULL,1,20191106,103000,112500,9,1.2,8,PROFILE-0082,6,12
403,NULL,NULL,3,20191106,160900,170500,9,1.4,9,PROFILE-0160,6,3
404,NULL,NULL,3,20191106,161000,170500,9,1.4,9,PROFILE-0161,6,3
405,NULL,NULL,3,20191106,161200,170500,9,1.4,16,PROFILE-0164,6,2
406,NULL,NULL,3,20191106,161200,170500,9,1.4,16,PROFILE-0119,6,9
407,NULL,NULL,3,20191106,161300,170500,9,1.4,9,PROFILE-0164,6,2
408,NULL,NULL,3,20191106,161500,170500,9,1.4,9,PROFILE-0162,6,3
409,NULL,NULL,3,20191106,161900,170500,9,1.4,8,PROFILE-0118,6,2
410,NULL,NULL,3,20191106,162000,170500,9,1.4,9,PROFILE-0159,6,3
411,NULL,NULL,3,20191106,162000,170000,9,1.4,4,PROFILE-0171,6,2
412,NULL,NULL,3,20191106,102000,170500,9,1.4,4,PROFILE-0172,6,3
413,75,1,3,20191107,090000,094000,9,1.4,4,PROFILE-0202,6,2
414,75,14,3,20191107,090500,095000,9,1.4,4,PROFILE-0203,6,2
415,75,16,3,20191107,100000,103500,9,1.4,4,PROFILE-0204,6,8
416,75,17,3,20191107,100500,104000,9,1.4,4,PROFILE-0205,6,1
417,75,18,3,20191107,101000,110000,9,1.4,4,PROFILE-0104,6,5
418,77,6,2,20191108,131000,014000,9,1.3,8,PROFILE-0181,6,16
419,77,7,2,20191108,131000,014000,9,1.3,8,PROFILE-0181,6,110
420,77,8,2,20191111,084500,094500,9,1.3,5,PROFILE-0058,6,44
421,77,9,2,20191111,142500,152500,9,1.3,4,PROFILE-0060,6,4
422,77,5,2,20191111,143500,154000,9,1.5,18,PROFILE-0077,6,19
423,77,3,2,20191111,144800,154800,9,1.5,18,PROFILE-0078,6,58
424,77,4,2,20191111,152500,162500,9,1.5,18,PROFILE-0080,6,34
425,77,1,2,20191111,153000,163200,9,1.5,7,PROFILE-0177,6,33
426,77,8,2,20191112,140000,150000,9,1.5,18,PROFILE-0074,6,15
427,76,2,1,20191112,101000,111000,9,1.5,16,PROFILE-0123,6,22
428,76,4,1,20191112,103000,113000,9,1.4,7,PROFILE-0064,6,20
429,76,5,1,20191112,104500,114500,9,1.4,77,PROFILE-0164,6,12
430,76,3,1,20191112,110000,120000,9,1.4,7,PROFILE-0159,6,10
431,76,1,1,20191112,131000,141000,9,1.3,9,PROFILE-0201,6,32
432,79,2,3,20191113,131000,141000,9,1.5,2,PROFILE-0157,6,2
433,79,1,3,20191113,131500,141500,9,1.5,1,PROFILE-0116,6,1
434,79,4,3,20191113,132000,142000,9,1.5,18,PROFILE-0077,6,128
435,79,5,3,20191113,150000,160000,9,1.5,9,PROFILE-0206,6,45
436,79,2,3,20191114,082000,092000,9,1.5,2,PROFILE-0157,6,2
437,79,1,3,20191114,082500,092500,9,1.5,1,PROFILE-0116,6,1
438,79,5,3,20191114,082700,092700,9,1.5,9,PROFILE-0180,6,55
439,NULL,NULL,3,20191114,090000,100000,9,1.5,1,PROFILE-0055,6,2
440,NULL,NULL,3,20191114,090000,100000,9,1.5,1,PROFILE-0056,6,1
441,NULL,NULL,3,20191114,090000,100000,9,1.5,1,PROFILE-0061,6,1
442,NULL,NULL,3,20191114,090000,100000,9,1.5,1,PROFILE-0207,6,1
443,80,2,2,20191114,153000,163000,9,1.5,8,PROFILE-0075,6,13
444,80,12,2,20191114,153500,163500,9,1.5,9,PROFILE-0181,6,42
445,80,9,2,20191114,155000,165000,9,1.5,9,PROFILE-0180,6,7
446,80,10,2,20191115,083000,093500,9,1.5,9,PROFILE-0206,6,83
447,80,8,2,20191115,104000,114000,9,1.5,18,PROFILE-0081,6,90
448,80,6,2,20191115,131500,141500,9,1.5,16,PROFILE-0077,6,69
449,80,4,2,20191115,135000,145000,9,1.5,18,PROFILE-0080,6,24
450,80,5,2,20191115,140000,150000,9,1.5,18,PROFILE-0078,6,78
451,80,1,2,20191115,142500,152500,9,1.5,9,PROFILE-0076,6,66
452,80,7,2,20191118,090000,093500,9,1.5,18,PROFILE-0074,6,144
453,81,1,1,20191118,090500,094000,9,1.5,18,PROFILE-0074,6,26
454,81,2,1,20191118,091000,094500,9,1.3,8,PROFILE-0121,6,22
455,81,3,1,20191118,091500,095000,9,1.3,8,PROFILE-0168,6,22
456,81,6,1,20191118,092000,095500,9,1.3,8,PROFILE-0064,6,20
457,NULL,NULL,1,20191119,084000,094000,9,1.5,9,PROFILE-0074,6,25
458,76,5,1,20191119,090000,100000,9,1.5,1,PROFILE-0164,6,1
459,74,2,1,20191119,133000,143000,9,1.2,7,PROFILE-0196,6,62
460,NULL,NULL,11,20191120,100000,110000,9,1.5,5,PROFILE-0133,6,16
461,82,2,4,20191121,131000,141000,9,1.5,8,PROFILE-0075,6,55
462,82,1,4,20191121,133000,143000,9,1.5,8,PROFILE-0076,6,55
463,82,3,4,20191121,140000,150000,9,1.5,5,PROFILE-0079,6,5
464,82,4,4,20191121,140500,150500,9,1.5,4,PROFILE-0080,6,4
465,82,8,4,20191121,141000,141500,9,1.4,9,PROFILE-0206,6,50
466,82,13,4,20191121,143000,153000,9,1.5,2,PROFILE-0208,6,2
467,82,11,4,20191121,144000,154500,9,1.5,1,PROFILE-0209,4.5,1
468,82,10,4,20191121,144500,155000,9,1.5,5,PROFILE-0209,6,5
469,82,12,4,20191121,150000,160500,9,1.5,12,PROFILE-0210,6,12
470,82,9,4,20191122,084500,094500,9,1.4,8,PROFILE-0181,6,50
471,82,7,4,20191122,090000,100000,9,1.5,18,PROFILE-0081,6,55
472,82,6,4,20191122,091500,102000,9,1.5,16,PROFILE-0074,6,86
473,82,5,4,20191122,093000,103500,9,1.5,16,PROFILE-0077,6,50
474,83,2,3,20191122,143000,153000,9,1.5,8,PROFILE-0075,6,40
475,83,1,3,20191122,144500,154500,9,1.4,9,PROFILE-0076,6,26
476,83,7,3,20191122,150000,160000,9,1.4,8,PROFILE-0181,6,50
477,82,7,3,20191122,154000,164000,9,1.5,18,PROFILE-0081,6,37
478,83,4,3,20191125,090000,100000,9,1.5,16,PROFILE-0081,6,13
479,83,3,3,20191125,091000,101000,9,1.5,16,PROFILE-0074,6,75
480,84,2,1,20191126,131000,141000,9,1.4,8,PROFILE-0086,6,30
481,84,1,1,20191126,134000,144500,9,1.4,4,PROFILE-0134,6,30
482,84,4,1,20191126,141000,151000,9,1.4,16,PROFILE-0081,6,30
483,84,3,1,20191126,150000,160000,9,1.4,8,PROFILE-0087,6,38
484,85,1,1,20191127,083000,093000,9,1.4,4,PROFILE-0134,6,29
485,85,3,1,20191127,092000,102000,9,1.4,8,PROFILE-0087,6,26
486,85,2,1,20191127,094500,104500,9,1.4,8,PROFILE-0086,6,48
487,NULL,NULL,1,20191127,102000,112000,9,1.4,8,PROFILE-0076,4,22
488,NULL,NULL,1,20191127,132000,142000,9,1.4,1,PROFILE-0076,3,1
489,NULL,NULL,1,20191127,132300,142300,9,1.4,1,PROFILE-0076,5,1
490,NULL,NULL,1,20191127,132500,142500,9,1.4,1,PROFILE-0076,4,1
491,NULL,NULL,1,20191127,132700,142700,9,1.4,2,PROFILE-0181,3,2
492,NULL,NULL,1,20191127,132800,142800,9,1.4,8,PROFILE-0181,4,37
493,NULL,NULL,1,20191127,134000,144000,9,1.4,1,PROFILE-0181,5,1
494,NULL,NULL,1,20191127,134100,144100,9,1.4,8,PROFILE-0175,3,8
495,NULL,NULL,1,20191127,134500,144500,9,1.4,1,PROFILE-0175,4,1
496,NULL,NULL,1,20191127,140000,150000,9,1.4,1,PROFILE-0175,4.5,1
497,NULL,NULL,1,20191127,140500,150500,9,1.4,2,PROFILE-0175,5,2
498,NULL,NULL,1,20191127,141000,151000,9,1.4,6,PROFILE-0201,5,6
499,NULL,NULL,1,20191127,141500,151500,9,1.4,1,PROFILE-0201,6,1
500,NULL,NULL,1,20191127,142000,152000,9,1.4,1,PROFILE-0169,4,1
501,NULL,NULL,1,20191127,142500,152500,9,1.4,2,PROFILE-0170,5,2
502,NULL,NULL,1,20191127,143000,153000,9,1.4,1,PROFILE-0211,4,1
503,86,3,1,20191127,152000,162000,9,1.5,16,PROFILE-0080,6,150
504,86,2,1,20191127,155500,165500,9,1.5,9,PROFILE-0075,6,45
505,86,2,1,20191128,090000,100000,9,1.5,8,PROFILE-0075,6,11
506,86,1,1,20191128,090500,100500,9,1.5,9,PROFILE-0076,6,41
507,86,4,1,20191128,094500,104500,9,1.5,16,PROFILE-0077,6,13
508,86,5,1,20191128,100000,110000,9,15,16,PROFILE-0074,6,91
509,NULL,NULL,11,20191128,150000,160000,9,1.3,4,NULL,NULL,4
510,NULL,NULL,1,20191129,094000,104000,9,1.4,1,PROFILE-0125,5,1
511,NULL,NULL,1,20191129,094200,104200,9,1.4,1,PROFILE-0127,5,1
512,NULL,NULL,1,20191129,094500,104500,9,1.4,2,PROFILE-0170,5,2
513,NULL,NULL,1,20191129,095000,105000,9,1.5,16,PROFILE-0117,5,34
514,NULL,NULL,1,20191129,100000,110000,9,1.4,3,PROFILE-0125,4,3
515,NULL,NULL,1,20191129,100500,110500,9,1.4,1,PROFILE-0165,6,1
516,NULL,NULL,1,20191129,101000,111000,9,1.4,1.4,PROFILE-0165,5,2
517,87,1,2,20191129,140000,150000,9,1.4,6,PROFILE-0183,6,6
518,89,1,2,20191129,160000,170000,9,1.5,2,PROFILE-0111,0.6,2
519,88,8,2,20191202,082000,092000,9,1.6,16,PROFILE-0081,6,60
520,88,9,2,20191202,084500,094500,9,1.5,9,PROFILE-0212,6,30
521,88,4,2,20191202,090500,100500,9,1.5,16,PROFILE-0080,6,300
522,88,5,2,20191202,104000,114000,9,1.5,16,PROFILE-0078,6,205
523,88,7,2,20191202,131000,141000,9,1.5,16,PROFILE-0074,6,65
524,88,6,2,20191202,134600,144600,9,1.5,16,PROFILE-0077,6,66
525,88,10,2,20191202,140000,150500,9,1.5,16,PROFILE-0126,6,20
526,88,NULL,1,20191202,142000,152000,9,1.5,9,PROFILE-0075,6,80
527,88,NULL,1,20191202,151000,161500,9,1.5,16,PROFILE-0079,6,46
528,89,NULL,1,20191203,095500,105500,9,1.5,9,PROFILE-0159,6,11
529,NULL,NULL,1,20191203,100000,110000,9,1.5,9,PROFILE-0079,5,9
530,NULL,NULL,1,20191203,101000,111000,9,1.5,3,PROFILE-0079,4,3
531,NULL,NULL,1,20191203,101500,111500,9,1.5,7,PROFILE-0157,5,7
532,NULL,NULL,1,20191203,101700,111800,9,1.5,9,PROFILE-0162,5,9
533,NULL,NULL,1,20191203,101700,112000,9,1.5,1,PROFILE-0187,5,1
534,NULL,NULL,1,20191203,102000,112100,9,1.5,6,PROFILE-0175,5,6
535,NULL,NULL,1,20191203,102300,112300,9,1.5,1,PROFILE-0161,5,1
536,NULL,NULL,1,20191203,102700,112700,9,1.5,2,PROFILE-0167,5,2
537,NULL,NULL,1,20191203,103200,113200,9,1.5,9,PROFILE-0083,5,15
538,NULL,NULL,1,20191203,104000,114000,9,1.5,6,PROFILE-0127,5,6
539,NULL,NULL,1,20191203,105000,115000,9,1.5,2,PROFILE-0077,5,2
540,NULL,NULL,1,20191203,110000,120000,9,1.5,7,PROFILE-0076,5,7
541,NULL,NULL,1,20191203,130500,140500,9,1.5,1,PROFILE-0160,5,1
542,NULL,NULL,1,20191203,131000,141000,9,1.5,2,PROFILE-0116,5,2
543,NULL,NULL,1,20191203,131200,141200,9,1.5,2,PROFILE-0075,5,2
544,NULL,NULL,1,20191203,131500,141500,9,1.5,16,PROFILE-0117,6,36
545,NULL,NULL,1,20191203,132500,142500,9,1.5,16,PROFILE-0117,5,25
546,NULL,NULL,1,20191203,133500,143500,9,1.5,5,PROFILE-0125,5,5
547,NULL,NULL,1,20191203,134000,144000,9,1.5,2,PROFILE-0120,5,2
548,NULL,NULL,1,20191203,134200,144200,9,1.5,2,PROFILE-0124,4,2
549,NULL,NULL,1,20191203,134500,144500,9,1.5,16,PROFILE-0117,4,21
550,NULL,NULL,1,20191203,135500,145500,9,1.5,11,PROFILE-0126,5,11
551,NULL,NULL,1,20191203,141000,151000,9,1.5,7,PROFILE-0126,4,7
552,NULL,NULL,1,20191203,141500,151500,9,1.5,2,PROFILE-0125,4,2
553,NULL,NULL,1,20191203,142000,152000,9,1.5,16,PROFILE-0081,5,36
554,NULL,NULL,1,20191203,143000,153000,9,1.5,16,PROFILE-0123,5,19
555,NULL,NULL,1,20191203,144500,154500,9,1.5,9,PROFILE-0181,5,20
556,NULL,NULL,1,20191203,150000,160000,9,1.5,9,PROFILE-0076,4,1
557,NULL,1,1,20191204,111000,120000,9,1.3,8,PROFILE-0213,6,16
558,NULL,5,1,20191204,130000,140000,9,1.3,8,PROFILE-0213,6,28
559,NULL,2,1,20191204,133500,143500,9,1.3,8,PROFILE-0175,6,8
560,NULL,3,1,20191204,134000,144500,9,1.5,9,PROFILE-0082,6,36
561,NULL,4,1,20191204,134000,144500,9,1.5,9,PROFILE-0082,6,50
562,93,12,1,20191205,082500,092500,9,1.5,3,PROFILE-0123,6,3
563,93,13,1,20191205,083000,093000,9,1.3,4,PROFILE-0175,6,4
564,93,1,1,20191205,083500,093500,9,1.3,4,PROFILE-0120,6,45
565,92,6,3,20191205,152000,162000,9,1.5,NULL,PROFILE-0005,6,1
566,92,6,3,20191205,152000,162000,9,1.5,NULL,PROFILE-0007,6,1
567,92,6,3,20191205,152000,162000,9,1.5,NULL,PROFILE-0010,6,3
568,92,6,3,20191205,152000,162000,9,1.5,NULL,PROFILE-0002,6,3
569,92,2,3,20191205,153500,163500,9,1.3,7,PROFILE-0200,6,11
570,92,4,3,20191205,153500,153500,9,1.3,7,PROFILE-0200,6,38
571,NULL,NULL,3,20191206,082000,092000,9,1.3,1,PROFILE-0039,6,1
572,92,3,3,20191206,082500,092500,9,1.3,6,PROFILE-0175,6,6
573,92,2,3,20191206,083000,093000,9,1.3,7,PROFILE-0200,6,11
574,92,4,3,20191206,083000,093000,9,1.3,7,PROFILE-0200,6,13
575,92,1,3,20191206,090000,100000,9,1.4,9,PROFILE-0082,6,50
576,92,5,3,20191206,090000,100000,9,1.4,9,PROFILE-0082,6,23
577,94,2,4,20191206,113000,123000,9,1.3,7,PROFILE-0213,6,36
578,94,3,4,20191206,120000,130000,9,1.3,3,PROFILE-0054,6,3
579,94,4,4,20191206,120000,130000,9,1.3,3,PROFILE-0053,6,3
580,94,5,4,20191206,120000,130000,9,1.3,3,PROFILE-0013,6,1
581,94,6,4,20191206,120000,130000,9,1.3,1,PROFILE-0052,6,3
582,NULL,NULL,12,20191206,153000,163000,9,1.3,4,PROFILE-0065,6,18
583,95,2,12,20191209,070000,080000,9,1.3,4,PROFILE-0068,6,6
584,95,3,12,20191209,070500,080000,9,1.3,9,PROFILE-0182,6,9
585,93,3,1,20191209,091000,101000,9,1.3,4,PROFILE-0124,6,80
586,93,3,1,20191209,130500,140500,9,1.3,4,PROFILE-0124,6,78
587,93,2,1,20191209,160000,170000,9,1.3,4,PROFILE-0125,6,12
588,NULL,NULL,1,20191210,084500,094500,9,1.4,2,PROFILE-0041,6,2
589,NULL,NULL,1,20191210,084500,094500,9,1.4,1,PROFILE-0158,6,1
590,93,2,1,20191210,095000,105000,9,1.2,4,PROFILE-0125,6,75
591,93,5,1,20191210,140000,150000,9,1.2,8,PROFILE-0157,6,35
592,93,11,1,20191210,143500,153500,9,1.4,11,PROFILE-0168,6,11
593,93,10,1,20191210,144500,154500,9,1.4,11,PROFILE-0122,6,11
594,93,4,1,20191210,150000,160000,9,1.4,16,PROFILE-0116,6,32
595,93,2,1,20191211,082000,092000,9,1.3,4,PROFILE-0125,6,4
596,93,4,1,20191211,082500,092500,9,1.5,16,PROFILE-0116,6,33
597,NULL,NULL,1,20191211,091000,101000,9,1.5,16,PROFILE-0104,6,31
598,93,5,1,20191211,101000,111000,9,1.5,8,PROFILE-0157,6,54
599,93,9,1,20191211,130500,140500,9,1.5,16,PROFILE-0117,6,425
600,93,8,1,20191212,090000,100000,9,1.4,9,PROFILE-0161,6,31
601,93,7,1,20191212,092000,102000,9,1.3,7,PROFILE-0169,6,36
602,93,6,1,20191212,104000,114000,9,1.4,9,PROFILE-0162,6,32
603,97,1,3,20191212,143500,153500,9,1.4,4,PROFILE-0002,6,4
604,97,2,3,20191212,144000,154000,9,1.4,4,PROFILE-0010,6,4
605,97,3,3,20191212,144500,154500,9,1.4,9,PROFILE-0083,6,42
606,96,1,1,20191113,092000,102000,9,1.3,8,PROFILE-0180,6,50
607,93,6,1,20191213,100000,110000,9,1.3,8,PROFILE-0162,6,103
608,96,2,1,20191213,132000,142000,9,1.3,9,PROFILE-0083,6,12
609,96,3,1,20191213,132000,142000,9,1.3,9,PROFILE-0083,6,69
610,98,1,1,20191216,084500,094500,9,1.3,6,PROFILE-0124,6,72
611,98,3,1,20191216,110000,120000,9,1.3,7,PROFILE-0169,6,62
612,98,1,1,20191216,140000,150000,9,1.3,6,PROFILE-0124,6,23
613,NULL,NULL,3,20191217,084500,094500,9,1.5,2,PROFILE-0169,3,2
614,NULL,NULL,3,20191217,084500,094500,9,1.5,2,PROFILE-0200,3,2
615,98,3,1,20191217,100000,110000,9,1.3,7,PROFILE-0169,6,42
616,100,1,1,20191217,144000,154000,9,1.3,4,PROFILE-0125,6,27
617,93,4,1,20191217,150000,160000,9,1.5,16,PROFILE-0116,6,52
618,99,1,1,20191217,152000,162000,9,1.3,2,PROFILE-0165,6,2
619,99,2,1,20191217,152100,162100,9,1.3,2,PROFILE-0171,6,2
620,NULL,NULL,3,20191218,084000,094000,9,1.3,8,PROFILE-0177,5,9
621,NULL,NULL,3,20191218,084200,094200,9,1.3,1,PROFILE-0177,4,1
622,NULL,NULL,3,20191218,084400,094400,9,1.3,3,PROFILE-0177,4,3
623,NULL,NULL,3,20191218,084600,094600,9,1.3,5,PROFILE-0212,5,5
624,NULL,NULL,3,20191218,084800,094800,9,1.5,5,PROFILE-0076,5,5
625,NULL,NULL,3,20191218,085000,095000,9,1.5,5,PROFILE-0078,5,5
626,NULL,NULL,3,20191218,085200,095200,9,1.5,3,PROFILE-0078,4,3
627,NULL,NULL,3,20191218,085400,095400,9,1.5,7,PROFILE-0076,5,7
628,NULL,NULL,3,20191218,085600,095600,9,1.5,4,PROFILE-0082,5,4
629,101,2,1,20191218,102000,112000,9,1.5,7,PROFILE-0175,6,54
630,101,1,1,20191218,130500,140500,9,1.5,16,PROFILE-0117,6,354
631,101,1,1,20191219,090000,100000,9,1.5,16,PROFILE-0117,6,218
632,102,3,1,20191219,110000,120000,9,1.3,1,PROFILE-0171,6,1
633,101,2,1,20191219,130800,140800,9,1.3,6,PROFILE-0175,6,6
634,101,3,1,20191219,131200,141200,9,1.3,7,PROFILE-0214,6,52
635,101,3,1,20191219,133000,143000,9,1.5,16,PROFILE-0117,6,224
636,102,1,1,20191219,155000,165000,9,1.3,7,PROFILE-0175,6,13
637,102,1,1,20191220,082000,092000,9,1.2,6,PROFILE-0175,6,199
638,102,2,1,20191220,130500,140500,9,1.2,6,PROFILE-0175,6,25
639,103,1,11,20191220,153500,163500,9,1.4,16,PROFILE-0133,5,25
640,103,1,11,20191223,090000,100000,9,1.4,8,PROFILE-0133,5,18
641,104,2,2,20191223,134000,144000,9,1.2,9,PROFILE-0105,6,9
642,104,1,2,20191223,135000,145000,9,1.2,6,PROFILE-0148,6,43
643,105,7,2,20200102,080300,094000,9,1.4,9,PROFILE-0082,6,187
644,105,6,2,20200102,130500,140500,9,1.4,9,PROFILE-0082,6,18
645,105,1,2,20200102,131500,141500,9,1.4,9,PROFILE-0083,6,39
646,105,2,2,20200102,134000,144000,9,1.4,9,PROFILE-0076,6,30
647,105,3,2,20200102,140500,150500,9,1.4,9,PROFILE-0126,6,10
648,105,4,2,20200102,141000,151000,9,1.4,9,PROFILE-0078,6,6
649,105,5,2,20200102,141200,151200,9,1.4,9,PROFILE-0075,6,4
650,106,4,4,20200103,083000,093000,9,1.4,15,PROFILE-0077,6,15
651,106,5,4,20200103,083000,093000,9,1.4,2,PROFILE-0077,6,2
652,106,2,4,20200103,083500,093500,9,1.4,9,PROFILE-0076,6,27
653,106,6,4,20200103,085000,095000,9,1.4,4,PROFILE-0074,6,4
654,106,1,4,20200103,085200,095200,9,1.4,9,PROFILE-0082,6,20
655,106,3,4,20200103,085200,095200,9,1.4,9,PROFILE-0082,6,70
656,107,1,1,20200103,130500,140500,9,1.4,9,PROFILE-0082,6,101
657,107,2,1,20200103,130500,140500,9,1.4,9,PROFILE-0082,6,75
658,107,6,1,20200103,154000,164000,9,1.4,2,PROFILE-0171,6,2
