nro_canasto,cod_perfil,long__m,cantidad,op_extrusion,subop_extrusion,,
301,PROFILE-0184,6,65,81,1,,
302,PROFILE-0113,6,23,80,12,,
303,PROFILE-0113,6,117,80,12,,
304,PROFILE-0189,6,467,76,6,,
304,PROFILE-0149,6.2,7,76,2,,
304,PROFILE-0113,6,45,80,12,,
305,PROFILE-0138,4,43,84,3,,
305,PROFILE-0139,4,68,84,4,,
305,PROFILE-0186,4,18,84,2,,
306,PROFILE-0149,4.65,6,NULL,NULL,,
306,PROFILE-0149,6.2,26,81,8,,
307,PROFILE-0130,5,6,84,1,,
307,PROFILE-0149,4.65,31,81,9,,
307,PROFILE-0128,5,4,80,4,,
308,PROFILE-0132,6,48,86,1,,
308,PROFILE-0177,6,27,78,6,,
309,PROFILE-0177,6,43,78,6,,
310,PROFILE-0171,3.5,52,88,3,,
311,PROFILE-0149,4.65,37,88,1,,
312,PROFILE-0158,4,1,89,7,,
312,PROFILE-0165,3.5,30,88,2,,
312,PROFILE-0171,3.5,18,88,3,,
313,PROFILE-0165,3.5,20,NULL,NULL,,
314,PROFILE-0172,6,45,88,4,,
314,PROFILE-0172,5,3,88,4,,
315,PROFILE-0120,6,45,88,5,,
315,PROFILE-0120,5,2,88,5,,
315,PROFILE-0172,5,16,88,4,,
316,PROFILE-0075,6,29,88,6,,
316,PROFILE-0125,6,52,89,4,,
317,PROFILE-0075,5,9,88,6,,
317,PROFILE-0157,6,49,89,1,,
317,PROFILE-0157,5,16,89,1,,
317,PROFILE-0120,5,2,88,5,,
318,PROFILE-0116,6,58,89,6,,
318,PROFILE-0169,6,28,89,5,,
319,PROFILE-0167,6,38,89,3,,
320,PROFILE-0107,6,113,87,1,,
320,PROFILE-0158,6,20,89,7,,
321,PROFILE-0107,5,8,87,1,,
321,PROFILE-0107,4,17,87,1,,
321,PROFILE-0155,5,37,91,1,,
321,PROFILE-0166,6,29,90,1,,
322,PROFILE-0158,6,27,89,7,,
322,PROFILE-0162,6,54,89,2,,
323,PROFILE-0115,6,31,91,3,,
323,PROFILE-0080,6,586,92,7,,
324,PROFILE-0079,6,25,92,5,,
324,PROFILE-0165,3.5,23,92,2,,
325,PROFILE-0156,6,39,92,3,,
325,PROFILE-0096,6,21,92,1,,
325,PROFILE-0079,6,88,92,5,,
326,PROFILE-0161,6,41,92,4,,
326,PROFILE-0083,6,60,92,6,,
327,PROFILE-0083,6,100,92,6,,
328,PROFILE-0083,6,64,92,6,,
328,PROFILE-0117,6,140,91,1,,
329,PROFILE-0117,6,132,91,1,,
329,PROFILE-0079,6,36,92,5,,
329,PROFILE-0080,6,145,92,7,,
329,PROFILE-0186,4,16,90,1,,
330,PROFILE-0186,4,16,90,1,,
331,PROFILE-0184,6,132,93,1,,
332,PROFILE-0184,6,88,93,1,,
332,PROFILE-0173,6,18,94,2,,
333,PROFILE-0173,6,28,94,2,,
333,PROFILE-0122,6,122,94,3,,
334,PROFILE-0130,6,224,94,5,,
334,PROFILE-0130,4,75,NULL,NULL,,
335,PROFILE-0149,6.2,17,72,2,,
335,PROFILE-0149,4.65,15,95,3,,
336,PROFILE-0172,6,18,94,1,,
336,PROFILE-0116,6,71,95,2,,
337,PROFILE-0158,6,26,94,4,,
337,PROFILE-0172,6,24,94,1,,
338,PROFILE-0158,6,17,94,4,,
338,PROFILE-0151,6,127,95,1,,
339,PROFILE-0083,6,99,96,2,,
340,PROFILE-0149,4.65,35,1,26,,
341,PROFILE-0082,6,187,1,4,,
342,PROFILE-0083,6,100,1,24,,
343,PROFILE-0079,6,252,96,3,,
344,PROFILE-0079,6,129,96,3,,
345,PROFILE-0181,6,53,96,5,,
346,PROFILE-0083,6,19,96,2,,
347,PROFILE-0082,6,131,96,1,,
348,PROFILE-0075,6,22,93,2,,
349,PROFILE-0181,6,126,96,5,,
350,PROFILE-0076,6,121,96,4,,
351,PROFILE-0181,6,19,96,5,,
352,PROFILE-0091,6,47,96,6,,
353,PROFILE-0091,5,7,NULL,NULL,,
354,PROFILE-0076,6,121,96,4,,
355,PROFILE-0091,6,58,96,6,,
356,PROFILE-0091,6,9,96,4,,
